,Course Title,Instructor,Rating,No of students who gave rating,Hours to complete course,No of Lectures,Level,Image link,Course URL,Description,Discounted Price,Price,Category,Subcategory,Sub subcategory
488,AWS Certified Developer Associate Practice Exams,"Jon Bonso | AWS Solutions Architect,AWS Certified Cloud Practitioner, Tutorials Dojo | AWS Certified Cloud Practitioner, AWS Certified Solutions Architect, AWS Certified Developer, Carlo Acebedo | AWS Certified Developer Associate | AWS Professional",4.7,"2,529",335 questions,All Levels,Null,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/aws-certified-developer-associate-practice-exams-amazon/,Be an AWS Certified Developer! Covers AWS Certified Developer topics to pass the AWS Certified Developer Associate exam!,₹385,"₹1,920",IT & Software,IT Certifications,AWS Certification
489,R Level 1 - Data Analytics with R,R-Tutorials Training,4.5,"2,522",8.5 total hours,87 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/r-level1/,Use R for Data Analytics and Data Mining,₹385,"₹8,640",Development,Data Science,R (programming language)
490,Complete ASP NET MVC Web Development - Newbie to Ninja!,Brett Hargreaves,4.3,"2,518",15.5 total hours,92 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/better-web-development-pro-techniques-for-success/,Quickly Learn Web Development with ASP NET MVC and C#. From absolute basics to ninja! Learn C# and MVC like a Pro,₹385,"₹1,920",Development,Web Development,ASP.NET MVC
491,Unreal Engine C++ The Ultimate Game Developer Course,Stephen Ulibarri,4.6,"2,511",34.5 total hours,100 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/unreal-engine-the-ultimate-game-developer-course/,"Learn how to develop, code and package a complete video game in Unreal Engine",₹385,"₹8,640",Development,Game Development,Unreal Engine
492,React JS- Complete Guide for Frontend Web Development [2021],"EdYoda Digital University, Qaifi Khan, Mavludin Abdulkadirov",4.4,"2,506",22 total hours,202 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/react-js-a-complete-guide-for-frontend-web-development/,"Become an expert React JS Developer. Learn HTML, CSS, JavaScript, ES6, React JS and jQuery.",₹385,"₹6,400",Development,Web Development,React
493,"Python Programming Bible | Networking, GUI, Email, XML, CGI",Frahaan Hussain,4,"2,505",6 total hours,97 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/pythonv3/,"Python 3 is one of the most popular programming languages. Companies like Facebook, Microsoft and Apple all want Python",₹385,"₹8,640",Development,Programming Languages,Python
494,PyTorch for Deep Learning with Python Bootcamp,Jose Portilla,4.7,"2,486",17 total hours,97 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/pytorch-for-deep-learning-with-python-bootcamp/,Learn how to create state of the art neural networks for deep learning with Facebook's PyTorch Deep Learning library!,₹385,"₹8,640",Development,Data Science,Deep Learning
495,Scrapy: Powerful Web Scraping & Crawling with Python,"GoTrained Academy, Lazar Telebak",4.5,"2,480",11 total hours,86 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/scrapy-tutorial-web-scraping-with-python/,"Python Scrapy Tutorial - Learn how to scrape websites and build a powerful web crawler using Scrapy, Splash and Python",₹385,"₹6,400",Development,Programming Languages,Web Scraping
496,"SQL Bootcamp with MySQL, PHP & Python : 5 Courses in 1",Creative Online School,4.1,"2,469",3 total hours,36 lectures,All Levels,https://img-c.udemycdn.com/course/240x135/1508458_5030.jpg,https://www.udemy.com/course/complete-sql-bootcamp-with-mysql-php-python/,"Master yourself in SQL, do practical projects with MySQL, PHP and Python",₹385,"₹8,640",Development,Database Design & Development,MySQL
497,The Complete React Js & Redux Course - Build Modern Web Apps,"Codestars by Rob Percival, Rayan Slim, Rob Percival, Jad Slim",4.5,"2,466",8.5 total hours,71 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-complete-react-js-redux-course-build-modern-web-apps/,"Go from Beginner to React Js Expert by building an Instagram Like Web App with React 16, React Router, Redux & Firebase!",₹556,"₹12,160",Development,Web Development,React
498,The Ultimate Hands-On Lightning Web Component,Manish Choudhari,4.6,"2,454",17 total hours,113 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/lightning-web-component-development/,The most complete Salesforce LWC Development course brought to you by a Google Software Engineer.,₹385,"₹1,280",Development,Web Development,Web Components
499,Complete Guide to Build IOT Things from Scratch to Market,Junaid Ahmed,4.2,"2,433",6.5 total hours,77 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/complete-guide-to-build-iot-things-from-scratch-to-market/,"Build IOT products using Arduino, NodeMCU,ESP8266, IOT Platforms, Sensors, Displays, Keypads,Relays, PCB's,Casing & more",₹385,"₹8,640",Development,Software Development Tools,Internet Of Things
500,Software Testing: Learn Software Testing And Get A Tech Job,Waqas Mazhar,4.4,"2,428",1.5 total hours,19 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/get-a-job-in-technology-without-experience/,"Testing, Manual Testing, Software Testing, Qa, Qa Testing, Quality Assurance, Manual Software Testing, Jira & Job tips",₹385,"₹4,800",Development,Software Testing,Null
501,Agile Business Analysis: Getting / Writing Lean Requirements,Tom and Angela Hathaway,4.5,"2,393",4.5 total hours,39 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/getting-and-writing-it-requirements-in-a-lean-agile-world/,"Business Analysis Techniques for Discovering Requirements, User Stories, Features, and Gherkin (Given-When-Then) Tests",₹385,"₹8,640",Development,Software Engineering,Business Analysis
502,Python for Beginners - Learn Python in 100 Steps,in28Minutes Official,4.3,"2,393",11 total hours,139 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/python-tutorial-for-beginners/,Python for Beginners. Learn Python with 200+ Python Examples,₹385,"₹8,640",Development,Programming Languages,Python
503,Spring & Spring Boot Interview Guide,in28Minutes Official,4.5,"2,391",6 total hours,74 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/spring-interview-questions-and-answers/,"Spring & Spring Boot Interview Guide with 200+ Questions & Answers. With REST API, JPA, Hibernate and Spring Data JPA.",₹385,"₹8,640",Development,Web Development,Spring Framework
504,C++ Programming Step By Step From Beginner To Ultimate Level,Lernen Hub Academy,4,"2,391",11.5 total hours,100 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/c-programming-step-by-step-from-beginner-to-ultimate-level/,"Discover C++ basics then Expert on Object Oriented Programming OOP, C++ Data structure, STL, C++ Projects with C++ 11/14",₹385,"₹6,400",Development,Programming Languages,C++
505,1 Hour CSS,John Bura,4.4,"2,389",1 total hour,16 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/1-hour-css/,Learn how to code in CSS in 1 hour. This class is set up for complete beginners!,₹385,"₹6,400",Development,Web Development,CSS
506,Making Sense of User Stories,Luminescence Training,4.4,"2,384",2 total hours,31 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/making-sense-of-user-stories/,"An in-depth look at writing, understanding, and working with user stories",₹385,"₹1,280",Development,Software Engineering,User Stories
507,"Understanding Confluence for users, managers and admins",Dan LeFebvre,4.5,"2,382",4.5 total hours,45 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/understanding-confluence-for-users-managers-and-admins/,Everything you need to know to get started with Atlassian's powerful documentation and wiki tool.,₹385,"₹7,040",Development,Software Development Tools,Confluence
508,HP UFT - Basic to Intermediate,Pavan Lalwani,4.4,"2,377",5 total hours,41 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/hp-uft-qtp-latest-version/,Automation testing with HP Unified Functional Testing,₹385,"₹1,280",Development,Software Testing,HP UFT/QTP
509,Clean Code,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",4.7,"2,375",6.5 total hours,95 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/writing-clean-code/,"Learn how to write readable, understandable and therefore maintainable code - step by step, in an example-driven way",₹385,"₹8,640",Development,Software Engineering,Software Practices
510,Microsoft Powerapps Essential Training 2021,"Business World, Shaher Yar Hamid",4.1,"2,374",2 total hours,43 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-microsoft-powerapps-from-scratch/,Create Business Apps Without Coding,₹385,"₹3,840",Development,Mobile Development,Microsoft PowerApps
511,Docker for Developers and DevOps,Luke Angel,4,"2,369",5.5 total hours,82 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/docker-for-developers/,Use Docker to streamline your developer workflow and build out a awesome CI/CD pipeline,₹385,"₹8,640",Development,Web Development,Docker
512,Complete Responsive Web Development: 4 courses in 1,Creative Online School,4.4,"2,360",6 total hours,79 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/responsive-web-development/,"Master yourself in HTML5, CSS3, Bootstrap, jQuery and responsive web development",₹385,"₹8,640",Development,Web Development,Front End Web Development
513,Learn Socket Programming in C from Scratch,"Eduonix Learning Solutions, Eduonix-Tech ., Eduonix Support",4.2,"2,345",1.5 total hours,11 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-socket-programming-in-c-from-scratch/,Master the socket programming concepts and start building networked applications in C programming language,₹385,"₹1,280",Development,Programming Languages,C (programming language)
514,The Complete MySQL Developer Course,"Rob Percival, Mashrur Hossain, Codestars by Rob Percival",4.6,"2,344",10.5 total hours,132 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-complete-mysql-developer-course/,MySQL: Learn how to use MySQL and PHP to build Reports and work with Databases for Web Applications,₹385,"₹8,640",Development,Database Design & Development,MySQL
515,Team workflows in JIRA,Dan LeFebvre,4.4,"2,337",1.5 total hours,17 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/team-workflows-in-jira/,A practical guide to building a workflow for teams to use in JIRA,₹385,"₹6,080",Development,Software Development Tools,JIRA
516,HTML & CSS Tutorial and Projects Course,John Smilga,4.7,"2,331",36 total hours,385 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/in-depth-html-css-course-build-responsive-websites/,Web Development for Absolute Beginners.Learn HTML5 and CSS3 from scratch.​ Build Amazing Real World Projects.,₹385,"₹1,280",Development,Web Development,CSS
517,Build Reactive RESTFUL APIs using Spring Boot/WebFlux,Pragmatic Code School,4.5,"2,315",9.5 total hours,89 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/build-reactive-restful-apis-using-spring-boot-webflux/,Learn to write reactive programming in Spring using WebFlux/Reactor and build Reactive RESTFUL APIs.,₹385,"₹6,400",Development,Web Development,RESTful API
518,Develop Minecraft Plugins (Java),Stephen King,4.6,"2,311",21.5 total hours,101 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/develop-minecraft-plugins-java-programming/,High-quality tutorials providing you with the most sustainable practices available to make Minecraft plugins.,₹385,"₹1,280",Development,Game Development,Java
519,Complete Git Guide: Understand and master Git and GitHub,Bogdan Stashchuk,4.6,"2,307",23 total hours,291 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/git-and-github-complete-guide/,"Complete Git and GitHub guide (23 HOURS) - Master all Git features: commits, branches, merging, rebasing and squashing",₹385,"₹8,320",Development,Software Development Tools,Git
520,Learn Visual Studio Code (2020),James Quick,4.6,"2,310",4 total hours,41 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-visual-studio-code/,"Everything you need to know about Visual Studio Code, the most popular editor in Web Development!",₹385,"₹5,760",Development,Web Development,Visual Studio Code
521,Docker and Containers: The Essentials,Luke Angel,4.5,"2,310",1 total hour,26 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/docker-and-containers-the-essentials/,Get up to speed with all of the essentials of containers and Docker.,₹385,"₹8,640",Development,Software Development Tools,Docker Containers
522,JSF 2.2 - Java Server Faces for Beginners - Build a DB App,Chad Darby,4.5,"2,304",5.5 total hours,57 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/jsf-tutorial/,JSF 2.2 - Build a Real JSF Web Application that connects to a Database - Most Popular JSF course,₹385,"₹6,080",Development,Programming Languages,JSF
523,Learn JavaScript - For Beginners,YouAccel Training,4.3,"2,297",1.5 total hours,43 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-javascript-for-beginners-v/,Learn how to Code Web Pages using JavaScript,₹385,"₹6,400",Development,Web Development,JavaScript
